Date,close,high,low,open,volume,ticker
2024-10-28,262.510009765625,273.5400085449219,262.239990234375,270.0,107653600,TSLA
2024-10-29,259.5199890136719,264.9800109863281,255.50999450683594,264.510009765625,80521800,TSLA
2024-10-30,257.54998779296875,263.3500061035156,255.82000732421875,258.0400085449219,53993600,TSLA
2024-10-31,249.85000610351562,259.75,249.25,257.989990234375,66575300,TSLA
2024-11-01,248.97999572753906,254.0,246.6300048828125,252.0399932861328,57544800,TSLA
2024-11-04,242.83999633789062,248.89999389648438,238.8800048828125,244.55999755859375,68802400,TSLA
2024-11-05,251.44000244140625,255.27999877929688,246.2100067138672,247.33999633789062,69282500,TSLA
2024-11-06,288.5299987792969,289.5899963378906,275.6199951171875,284.6700134277344,165228700,TSLA
2024-11-07,296.9100036621094,299.75,285.5199890136719,288.8900146484375,117309200,TSLA
2024-11-08,321.2200012207031,328.7099914550781,297.6600036621094,299.1400146484375,204782800,TSLA
2024-11-11,350.0,358.6400146484375,336.0,346.29998779296875,210521600,TSLA
2024-11-12,328.489990234375,345.8399963378906,323.30999755859375,342.739990234375,155726000,TSLA
2024-11-13,330.239990234375,344.6000061035156,322.5,335.8500061035156,125405600,TSLA
2024-11-14,311.17999267578125,329.9800109863281,310.3699951171875,327.69000244140625,120726100,TSLA
2024-11-15,320.7200012207031,324.67999267578125,309.2200012207031,310.57000732421875,114440300,TSLA
2024-11-18,338.739990234375,348.54998779296875,330.010009765625,340.7300109863281,126547500,TSLA
2024-11-19,346.0,347.3800048828125,332.75,335.760009765625,88852500,TSLA
2024-11-20,342.0299987792969,346.6000061035156,334.29998779296875,345.0,66340700,TSLA
2024-11-21,339.6400146484375,347.989990234375,335.2799987792969,343.80999755859375,58011700,TSLA
2024-11-22,352.55999755859375,361.5299987792969,337.70001220703125,341.0899963378906,89140700,TSLA
2024-11-25,338.5899963378906,361.92999267578125,338.20001220703125,360.1400146484375,95890900,TSLA
2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900,TSLA
2024-11-27,332.8900146484375,342.54998779296875,326.5899963378906,341.79998779296875,57896400,TSLA
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600,TSLA
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,TSLA
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200,TSLA
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900,TSLA
2024-12-05,369.489990234375,375.42999267578125,359.5,359.8699951171875,81403600,TSLA
2024-12-06,389.2200012207031,389.489990234375,370.79998779296875,377.4200134277344,81455800,TSLA
2024-12-09,389.7900085449219,404.79998779296875,378.010009765625,397.6099853515625,96359200,TSLA
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.67999267578125,97563600,TSLA
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.70001220703125,104287600,TSLA
2024-12-12,418.1000061035156,429.29998779296875,415.0,424.8399963378906,87752200,TSLA
2024-12-13,436.2300109863281,436.29998779296875,415.7099914550781,420.0,89000200,TSLA
2024-12-16,463.0199890136719,463.19000244140625,436.1499938964844,441.0899963378906,114083800,TSLA
2024-12-17,479.8599853515625,483.989990234375,457.510009765625,475.8999938964844,131223000,TSLA
2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800,TSLA
2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100,TSLA
2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200,TSLA
2024-12-23,430.6000061035156,434.510009765625,415.4100036621094,431.0,72698100,TSLA
2024-12-24,462.2799987792969,462.7799987792969,435.1400146484375,435.8999938964844,59551800,TSLA
2024-12-26,454.1300048828125,465.3299865722656,451.0199890136719,465.1600036621094,76366400,TSLA
2024-12-27,431.6600036621094,450.0,426.5,449.5199890136719,82666800,TSLA
2024-12-30,417.4100036621094,427.0,415.75,419.3999938964844,64941000,TSLA
2024-12-31,403.8399963378906,427.92999267578125,402.5400085449219,423.7900085449219,76825100,TSLA
2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700,TSLA
2025-01-03,410.44000244140625,411.8800048828125,379.45001220703125,381.4800109863281,95423300,TSLA
2025-01-06,411.04998779296875,426.42999267578125,401.70001220703125,423.20001220703125,85516500,TSLA
2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500,TSLA
2025-01-08,394.94000244140625,402.5,387.3999938964844,392.95001220703125,73038800,TSLA
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,TSLA
2025-01-13,403.30999755859375,403.7900085449219,380.07000732421875,383.2099914550781,67580500,TSLA
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,TSLA
2025-01-15,428.2200012207031,429.79998779296875,405.6600036621094,409.8999938964844,81375500,TSLA
2025-01-16,413.82000732421875,424.0,409.1300048828125,423.489990234375,68335200,TSLA
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,TSLA
2025-01-21,424.07000732421875,433.20001220703125,406.30999755859375,432.6400146484375,87320900,TSLA
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,TSLA
2025-01-23,412.3800048828125,420.7300109863281,408.95001220703125,416.05999755859375,50690600,TSLA
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.45001220703125,56427100,TSLA
2025-01-27,397.1499938964844,406.69000244140625,389.0,394.79998779296875,58125500,TSLA
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,TSLA
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,TSLA
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,TSLA
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83568200,TSLA
2025-02-03,383.67999267578125,389.1700134277344,374.3599853515625,386.67999267578125,93732100,TSLA
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,TSLA
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,TSLA
2025-02-06,374.32000732421875,375.3999938964844,363.17999267578125,373.0299987792969,77918200,TSLA
2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300,TSLA
2025-02-10,350.7300109863281,362.70001220703125,350.510009765625,356.2099914550781,77514900,TSLA
